,Entry_Date,Entry_Price,Exit_Date,Exit_Price,Position_Size,PnL,Balance,Sys_Trade,Strat_Return,Strat_Duration,Entry_Hour,Return_Percentage
0,2020-10-16 08:30:00+01:00,1.17128,2020-10-16 09:45:00+01:00,1.17045,2409.6385542165526,-2.0,98.0,True,,1,8,
1,2020-10-19 08:45:00+01:00,1.17188,2020-10-19 11:00:00+01:00,1.1753937393574232,1979.797979797887,6.9564940813627025,104.9564940813627,True,1.0709846334832929,1,8,7.098463348329287
2,2020-10-21 07:30:00+01:00,1.18615,2020-10-21 11:00:00+01:00,1.18434,1159.7402660923485,-2.0991298816272543,102.85736419973546,True,0.9800000000000001,1,7,-1.9999999999999907
3,2020-10-22 07:30:00+01:00,1.18548,2020-10-22 07:45:00+01:00,1.18485,3265.313149197275,-2.057147283994709,100.80021691574075,True,0.98,1,7,-2.0000000000000018
4,2020-10-22 08:30:00+01:00,1.18607,2020-10-22 09:15:00+01:00,1.18485,1652.462572389194,-2.016004338314815,98.78421257742593,True,0.98,1,8,-2.0000000000000018
5,2020-10-23 08:30:00+01:00,1.18048,2020-10-23 10:00:00+01:00,1.1835300759214202,1619.4133209414103,4.939333577030614,103.72354615445654,True,1.0500012446134468,1,8,5.000124461344679
6,2020-10-26 07:45:00+00:00,1.1841,2020-10-26 08:00:00+00:00,1.18281,1608.1169946427203,-2.0744709230891307,101.6490752313674,True,0.98,1,7,-2.0000000000000018
7,2020-10-30 08:15:00+00:00,1.16822,2020-10-30 08:15:00+00:00,1.16673,1364.4171171995706,-2.0329815046273483,99.61609372674006,True,0.9800000000000001,1,8,-1.9999999999999907
8,2020-11-03 07:45:00+00:00,1.16662,2020-11-03 08:45:00+00:00,1.1680603235330944,2554.258813506146,3.6789590787067414,103.2950528054468,True,1.0369313726434466,1,7,3.693137264344659
9,2020-11-04 08:00:00+00:00,1.16611,2020-11-04 12:45:00+00:00,1.1721542004336856,810.1572769054485,4.896752964425446,108.19180576987225,True,1.047405493597533,1,8,4.740549359753299
10,2020-11-05 07:30:00+00:00,1.17482,2020-11-05 13:30:00+00:00,1.18353,1050.4058812609208,9.149035225782615,117.34084099565486,True,1.0845631067961186,1,7,8.456310679611857
11,2020-11-06 07:30:00+00:00,1.18346,2020-11-06 09:00:00+00:00,1.1837054734369168,3259.467805434613,0.8001127647197986,118.14095376037466,True,1.0068187065810226,1,7,0.6818706581022571
12,2020-11-10 07:30:00+00:00,1.18336,2020-11-10 07:30:00+00:00,1.18255,2917.060586675999,-2.362819075207493,115.77813468516716,True,0.98,1,7,-2.0000000000000018
13,2020-11-10 08:30:00+00:00,1.18353,2020-11-10 09:30:00+00:00,1.18255,2362.819075207539,-2.315562693703343,113.46257199146382,True,0.98,1,8,-2.0000000000000018
14,2020-11-12 08:15:00+00:00,1.17868,2020-11-12 11:30:00+00:00,1.1812365227663955,949.4775898867692,2.427361074727863,115.88993306619169,True,1.0213934959531015,1,8,2.139349595310147
15,2020-11-13 07:45:00+00:00,1.18124,2020-11-13 10:30:00+00:00,1.182439486844819,1998.1022942445984,2.3966974165487653,118.28663048274045,True,1.0206808076692897,1,7,2.0680807669289702
16,2020-11-16 08:00:00+00:00,1.1856,2020-11-16 09:00:00+00:00,1.18592,3285.739735631433,1.0514367154023805,119.33806719814282,True,1.008888888888891,1,8,0.8888888888890945
17,2020-11-17 08:30:00+00:00,1.18617,2020-11-17 09:15:00+00:00,1.1867833958038356,4045.3582101074385,2.481405751092125,121.81947294923495,True,1.0207930780961294,1,8,2.0793078096129403
18,2020-11-18 07:30:00+00:00,1.18816,2020-11-18 08:45:00+00:00,1.18822,4200.671481007921,0.252040288860261,122.0715132380952,True,1.0020689655172395,1,7,0.20689655172394517
19,2020-11-24 08:15:00+00:00,1.18703,2020-11-24 14:00:00+00:00,1.18502,1214.641922767076,-2.4414302647619044,119.6300829733333,True,0.98,1,8,-2.0000000000000018
20,2020-11-25 07:45:00+00:00,1.19094,2020-11-25 09:15:00+00:00,1.18942,1574.080039122612,-2.392601659466666,117.23748131386664,True,0.98,1,7,-2.0000000000000018
21,2020-11-26 07:45:00+00:00,1.19368,2020-11-26 07:45:00+00:00,1.19311,4113.595835572958,-2.3447496262773324,114.8927316875893,True,0.98,1,7,-2.0000000000000018
22,2020-11-27 08:00:00+00:00,1.19276,2020-11-27 08:30:00+00:00,1.19217,3894.6688707651424,-2.2978546337517862,112.59487705383752,True,0.98,1,8,-2.0000000000000018
23,2020-11-30 07:30:00+00:00,1.19697,2020-11-30 09:00:00+00:00,1.1977808519565765,3002.530054768887,2.4346073695887225,115.02948442342624,True,1.0216227188420357,1,7,2.1622718842035704
24,2020-12-01 07:30:00+00:00,1.19674,2020-12-01 14:15:00+00:00,1.1984610030243543,1729.7666830592607,2.976933692972477,118.00641811639872,True,1.0258797447271373,1,7,2.5879744727137277
25,2020-12-02 07:45:00+00:00,1.20868,2020-12-02 08:00:00+00:00,1.20648,1072.7856192399981,-2.3601283623279743,115.64628975407075,True,0.9800000000000001,1,7,-1.9999999999999907
26,2020-12-03 08:15:00+00:00,1.21341,2020-12-03 08:45:00+00:00,1.21176,1401.773209140123,-2.3129257950814153,113.33336395898934,True,0.98,1,8,-2.0000000000000018
27,2020-12-04 08:15:00+00:00,1.21622,2020-12-04 11:15:00+00:00,1.2166538792461015,2266.667279179533,0.9834598902530988,114.31682384924244,True,1.0086775849220269,1,8,0.867758492202686
28,2020-12-08 08:45:00+00:00,1.21246,2020-12-08 11:45:00+00:00,1.21112,1706.2212514810792,-2.286336476984849,112.0304873722576,True,0.9800000000000001,1,8,-1.9999999999999907
29,2020-12-10 07:30:00+00:00,1.2095,2020-12-10 09:00:00+00:00,1.20857,2409.257792951524,-2.240609747445152,109.78987762481245,True,0.98,1,7,-2.0000000000000018
30,2020-12-14 07:30:00+00:00,1.21469,2020-12-14 10:00:00+00:00,1.2153145652255448,2583.291238230828,1.6134338748534678,111.40331149966592,True,1.014695652365759,1,7,1.4695652365759093
31,2020-12-16 08:45:00+00:00,1.21984,2020-12-16 19:00:00+00:00,1.21612,598.9425349444491,-2.2280662299933183,109.1752452696726,True,0.98,1,8,-2.0000000000000018
32,2020-12-17 08:15:00+00:00,1.22364,2020-12-17 09:00:00+00:00,1.22295,3164.4998628886965,-2.183504905393452,106.99174036427915,True,0.98,1,8,-2.0000000000000018
33,2020-12-18 08:15:00+00:00,1.22558,2020-12-18 09:30:00+00:00,1.2249,3146.8158930679974,-2.1398348072855833,104.85190555699357,True,0.98,1,8,-2.0000000000000018
34,2020-12-21 08:45:00+00:00,1.22195,2020-12-21 09:30:00+00:00,1.2193,791.3351362791844,-2.0970381111398715,102.7548674458537,True,0.9800000000000001,1,8,-1.9999999999999907
35,2020-12-22 07:45:00+00:00,1.22255,2020-12-22 08:00:00+00:00,1.22137,1741.6079228111407,-2.0550973489170743,100.69977009693663,True,0.98,1,7,-2.0000000000000018
36,2020-12-23 08:00:00+00:00,1.21974,2020-12-23 08:15:00+00:00,1.21794,1118.8863344103922,-2.0139954019387325,98.6857746949979,True,0.98,1,8,-2.0000000000000018
37,2020-12-28 07:45:00+00:00,1.22282,2020-12-28 10:00:00+00:00,1.2234434568073773,2563.266875194959,1.598086182465033,100.28386087746294,True,1.0161936833085026,1,7,1.619368330850257
38,2020-12-29 07:30:00+00:00,1.22488,2020-12-29 07:45:00+00:00,1.22411,2604.7756072070415,-2.005677217549259,98.27818365991368,True,0.98,1,7,-2.0000000000000018
39,2020-12-29 08:15:00+00:00,1.22485,2020-12-29 09:00:00+00:00,1.22411,2656.167125943746,-1.9655636731982737,96.3126199867154,True,0.98,1,8,-2.0000000000000018
40,2020-12-31 07:30:00+00:00,1.22996,2020-12-31 08:00:00+00:00,1.2291,2239.8283717844415,-1.9262523997343082,94.3863675869811,True,0.98,1,7,-2.0000000000000018
41,2021-01-04 07:45:00+00:00,1.22672,2021-01-04 10:30:00+00:00,1.2291106765281914,1441.0132456028502,3.4449965430755856,97.83136413005668,True,1.036498878293,1,7,3.6498878293000026
42,2021-01-06 07:45:00+00:00,1.23378,2021-01-06 14:00:00+00:00,1.23126,776.4393978575688,-1.9566272826011337,95.87473684745555,True,0.98,1,7,-2.0000000000000018
43,2021-01-11 08:15:00+00:00,1.21964,2021-01-11 08:45:00+00:00,1.21838,1521.8212198008348,-1.917494736949111,93.95724211050644,True,0.98,1,8,-2.0000000000000018
44,2021-01-12 07:30:00+00:00,1.21686,2021-01-12 08:00:00+00:00,1.21556,1445.4960324692422,-1.879144842210129,92.07809726829632,True,0.9800000000000001,1,7,-1.9999999999999907
45,2021-01-12 08:45:00+00:00,1.21632,2021-01-12 08:45:00+00:00,1.21556,2423.1078228496035,-1.8415619453659262,90.2365353229304,True,0.98,1,8,-2.0000000000000018
46,2021-01-13 07:30:00+00:00,1.22193,2021-01-13 07:45:00+00:00,1.22132,2958.5749286206715,-1.804730706458608,88.43180461647178,True,0.98,1,7,-2.0000000000000018
47,2021-01-14 08:15:00+00:00,1.21522,2021-01-14 12:30:00+00:00,1.21383,1272.4000664240523,-1.7686360923294357,86.66316852414235,True,0.9800000000000001,1,8,-1.9999999999999907
48,2021-01-15 07:30:00+00:00,1.21444,2021-01-15 07:45:00+00:00,1.21363,2139.8313215838216,-1.733263370482847,84.9299051536595,True,0.98,1,7,-2.0000000000000018
49,2021-01-19 07:45:00+00:00,1.20996,2021-01-19 08:45:00+00:00,1.2110517481924847,2979.9966720584403,3.2534059803305495,88.18331113399006,True,1.038306954122277,1,7,3.8306954122276915
50,2021-01-20 08:00:00+00:00,1.21557,2021-01-20 08:00:00+00:00,1.21478,2232.4888894679093,-1.763666222679801,86.41964491131026,True,0.98,1,8,-2.0000000000000018
51,2021-01-22 08:45:00+00:00,1.21764,2021-01-22 13:00:00+00:00,1.2159,993.3292518540982,-1.7283928982262051,84.69125201308405,True,0.98,1,8,-2.0000000000000018
52,2021-01-25 07:45:00+00:00,1.21808,2021-01-25 08:00:00+00:00,1.21734,2288.9527571104945,-1.693825040261681,82.99742697282237,True,0.98,1,7,-2.0000000000000018
53,2021-01-28 08:15:00+00:00,1.21048,2021-01-28 15:45:00+00:00,1.2128162580183377,953.9934134806759,2.228774761685582,85.22620173450795,True,1.026853540440662,1,8,2.6853540440662016
54,2021-01-29 08:45:00+00:00,1.21123,2021-01-29 11:45:00+00:00,1.2127291337191304,2334.9644310820277,3.500423911605087,88.72662564611304,True,1.041072156688496,1,8,4.107215668849595
55,2021-02-02 07:45:00+00:00,1.2072,2021-02-02 07:45:00+00:00,1.20658,2862.1492143904434,-1.7745325129222607,86.95209313319077,True,0.98,1,7,-2.0000000000000018
56,2021-02-02 08:30:00+00:00,1.20764,2021-02-02 09:30:00+00:00,1.20658,1640.6055308148261,-1.7390418626638156,85.21305127052696,True,0.9800000000000001,1,8,-1.9999999999999907
57,2021-02-05 08:15:00+00:00,1.1982,2021-02-07 22:00:00+00:00,1.20382,946.8116807836204,5.321081646003908,90.53413291653087,True,1.0624444444444432,2,8,6.244444444444319
58,2021-02-08 07:45:00+00:00,1.20458,2021-02-08 08:15:00+00:00,1.2032,1312.0888828483335,-1.8106826583306173,88.72345025820024,True,0.98,1,7,-2.0000000000000018
59,2021-02-09 07:30:00+00:00,1.20822,2021-02-09 08:15:00+00:00,1.20768,3286.0537132667673,-1.7744690051640049,86.94898125303624,True,0.98,1,7,-2.0000000000000018
60,2021-02-09 08:45:00+00:00,1.20862,2021-02-09 11:00:00+00:00,1.2102145826323132,1849.9783245328024,2.9499433064558005,89.89892455949203,True,1.0339272900492182,1,8,3.392729004921824
61,2021-02-10 07:30:00+00:00,1.21296,2021-02-10 09:00:00+00:00,1.2132985114692323,2644.086016455594,0.8950534422068301,90.79397800169886,True,1.0099562196833012,1,7,0.9956219683301182
62,2021-02-15 08:15:00+00:00,1.21443,2021-02-15 08:30:00+00:00,1.21338,1729.4091047942716,-1.8158795600339772,88.97809844166488,True,0.98,1,8,-2.0000000000000018
63,2021-02-16 08:30:00+00:00,1.2143,2021-02-16 09:15:00+00:00,1.2149294888490019,3422.234555449611,2.1542584913246268,91.13235693298951,True,1.0242111095770043,1,8,2.421110957700434
64,2021-02-18 07:45:00+00:00,1.20484,2021-02-18 10:15:00+00:00,1.206743047814041,1544.616219203266,2.9394785194872948,94.0718354524768,True,1.032255047695614,1,7,3.2255047695614047
65,2021-02-19 07:30:00+00:00,1.21022,2021-02-19 10:00:00+00:00,1.2130056720527038,1636.0319209126624,4.5574483994176305,98.62928385189443,True,1.0484464704818048,1,7,4.844647048180484
66,2021-02-22 08:15:00+00:00,1.21199,2021-02-22 08:15:00+00:00,1.21117,2405.5922890711213,-1.9725856770378885,96.65669817485654,True,0.9800000000000001,1,8,-1.9999999999999907
67,2021-02-23 07:45:00+00:00,1.21755,2021-02-23 08:00:00+00:00,1.21682,2648.1287171197296,-1.933133963497131,94.72356421135942,True,0.9800000000000001,1,7,-1.9999999999999907
68,2021-02-24 08:30:00+00:00,1.21622,2021-02-24 09:30:00+00:00,1.2161932797623345,2560.0963300361013,-0.0684063823853681,94.65515782897405,True,0.9992778314144438,1,8,-0.07221685855561821
69,2021-02-25 08:00:00+00:00,1.21874,2021-02-25 10:45:00+00:00,1.2220450798299518,1168.5821954194655,3.862257443721754,98.51741527269581,True,1.040803454690765,1,8,4.080345469076496
